sample_index,player_url,expected_afltables_identity,child_status,base_outcome,population_outcome,population_reason,corrected_identity,recommended_disposition,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,draftguru_games,earliest_recruitment_year,earliest_recruitment_event_type,ledger_status,reason_codes,operator_verdict
72,https://www.draftguru.com.au/players/aidan_johnson/1,players/A/Aidan_Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aidan Johnson,2000,2000,2025,2025,5,6,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
73,https://www.draftguru.com.au/players/aidan_riley/1,players/A/Aidan_Riley.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aidan Riley,1991,1991,2011,2015,25,25,2009,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
74,https://www.draftguru.com.au/players/aidan_schubert/1,players/A/Aidan_Schubert.html,target_not_registered,target_unregistered,insufficient_evidence,TARGET_NOT_REGISTERED_NO_EVIDENCE,,withhold,Aidan Schubert,2007,,,,,1,2025,National,none,TARGET_NOT_REGISTERED,
75,https://www.draftguru.com.au/players/aiden_begg/1,players/A/Aiden_Begg.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aiden Begg,2002,2002,2022,2022,3,3,2020,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
76,https://www.draftguru.com.au/players/aiden_bonar/1,players/A/Aiden_Bonar.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aiden Bonar,1999,1999,2018,2023,34,34,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
77,https://www.draftguru.com.au/players/aidyn_johnson/1,players/A/Aidyn_Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aidyn Johnson,1997,1998,2017,2019,11,11,2015,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
78,https://www.draftguru.com.au/players/alan_didak/1,players/A/Alan_Didak.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alan Didak,1983,1983,2001,2013,218,218,2000,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
79,https://www.draftguru.com.au/players/alan_johnson/1,players/A/Alan_Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alan Johnson,1956,1957,1982,1990,135,135,1981,,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
80,https://www.draftguru.com.au/players/alan_obst/1,players/A/Alan_Obst.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alan Obst,1987,1987,2008,2009,5,5,2005,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
81,https://www.draftguru.com.au/players/alan_thorpe/1,players/A/Alan_Thorpe.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alan Thorpe,1968,1968,1992,1994,15,15,1990,Mid-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
82,https://www.draftguru.com.au/players/alan_toovey/1,players/A/Alan_Toovey.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alan Toovey,1987,1987,2007,2016,159,159,2005,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
83,https://www.draftguru.com.au/players/alastair_clarkson/1,players/A/Alastair_Clarkson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alastair Clarkson,1968,1968,1987,1997,134,41,,,none,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
84,https://www.draftguru.com.au/players/alastair_lord/1,players/A/Alastair_Lord.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alastair Lord,2003,2004,2022,2022,1,1,2021,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
85,https://www.draftguru.com.au/players/alastair_lynch/1,players/A/Alastair_Lynch.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alastair Lynch,1968,1968,1988,2004,306,306,1986,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
86,https://www.draftguru.com.au/players/albert_proud/1,players/A/Albert_Proud.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Albert Proud,1988,1988,2007,2010,29,29,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
87,https://www.draftguru.com.au/players/aldo_dipetta/1,players/A/Aldo_Dipetta.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aldo Dipetta,1972,1971,1990,1993,7,2,1992,Mid-Season,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
88,https://www.draftguru.com.au/players/alec_waterman/1,players/A/Alec_Waterman.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alec Waterman,1996,1996,2021,2022,22,22,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
89,https://www.draftguru.com.au/players/alex_browne/1,players/A/Alex_Browne.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Browne,1992,1992,2011,2015,11,11,2010,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
90,https://www.draftguru.com.au/players/alex_cincotta/1,players/A/Alex_Cincotta.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Cincotta,1996,1996,2023,2025,40,40,2022,Post-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
91,https://www.draftguru.com.au/players/alex_davies/1,players/A/Alex_Davies.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Davies,2002,2002,2021,2025,40,46,2020,Post-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
92,https://www.draftguru.com.au/players/alex_dodson/1,players/A/Alex_Dodson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Dodson,2006,2006,2025,2025,1,1,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
93,https://www.draftguru.com.au/players/alex_fasolo/1,players/A/Alex_Fasolo.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Fasolo,1992,1992,2011,2019,104,104,2010,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
94,https://www.draftguru.com.au/players/alex_forster/1,players/A/Alex_Forster.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Forster,1993,1993,2013,2013,1,1,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
95,https://www.draftguru.com.au/players/alex_georgiou/1,players/A/Alex_Georgiou.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Georgiou,1990,1990,2014,2014,7,7,2013,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
96,https://www.draftguru.com.au/players/alex_ishchenko/1,players/A/Alex_Ishchenko.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Ishchenko,1964,1964,1987,1995,142,112,1991,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
97,https://www.draftguru.com.au/players/alex_johnson/1,players/A/Alex_Johnson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Johnson,1992,1992,2011,2018,47,47,2010,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
98,https://www.draftguru.com.au/players/alex_keath/1,players/A/Alex_Keath.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Keath,1992,1992,2017,2024,109,109,2009,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
99,https://www.draftguru.com.au/players/alex_mcdonald/1,players/A/Alex_McDonald.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex McDonald,1970,1970,1990,1999,107,107,1988,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
100,https://www.draftguru.com.au/players/alex_morgan/1,players/A/Alex_Morgan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Morgan,1996,1996,2018,2018,2,2,2015,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
101,https://www.draftguru.com.au/players/alex_neal-bullen/1,players/A/Alex_Neal-Bullen.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Neal-Bullen,1996,1996,2015,2025,201,222,2014,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
102,https://www.draftguru.com.au/players/alex_pearce/1,players/A/Alex_Pearce.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Pearce,1995,1995,2015,2025,138,158,2013,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
103,https://www.draftguru.com.au/players/alex_rance/1,players/A/Alex_Rance.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Rance,1989,1990,2009,2019,200,200,2007,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
104,https://www.draftguru.com.au/players/alex_sexton/1,players/A/Alex_Sexton.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Sexton,1993,1993,2012,2025,186,186,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
105,https://www.draftguru.com.au/players/alex_silvagni/1,players/A/Alex_Silvagni.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Silvagni,1987,1988,2010,2017,60,60,2009,Rookie,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
106,https://www.draftguru.com.au/players/alex_van%20wyk/1,players/A/Alex_Van_Wyk.html,target_not_registered,target_unregistered,insufficient_evidence,TARGET_NOT_REGISTERED_NO_EVIDENCE,,withhold,Alex Van Wyk,2004,,,,,3,2025,Mid-Season,none,TARGET_NOT_REGISTERED,
107,https://www.draftguru.com.au/players/alex_witherden/1,players/A/Alex_Witherden.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Witherden,1998,1998,2017,2024,121,121,2016,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
108,https://www.draftguru.com.au/players/alex_woodward/1,players/A/Alex_Woodward.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alex Woodward,1993,1993,2014,2014,2,2,2011,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
109,https://www.draftguru.com.au/players/aliir_aliir/1,players/A/Aliir_Aliir.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Aliir Aliir,1994,1994,2016,2025,178,200,2013,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
110,https://www.draftguru.com.au/players/alik_magin/1,players/A/Alik_Magin.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alik Magin,1991,1991,2011,2012,8,8,2009,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
111,https://www.draftguru.com.au/players/alipate_carlile/1,players/A/Alipate_Carlile.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alipate Carlile,1987,1987,2006,2016,167,167,2005,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
112,https://www.draftguru.com.au/players/alistair_nicholson/1,players/A/Alistair_Nicholson.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alistair Nicholson,1978,1978,1997,2005,110,110,1996,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
113,https://www.draftguru.com.au/players/alistair_smith/1,players/A/Alistair_Smith.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alistair Smith,1990,1990,2011,2011,3,3,2008,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
114,https://www.draftguru.com.au/players/alister_carr/1,players/A/Alister_Carr.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alister Carr,1973,1973,1994,1994,4,4,1989,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
115,https://www.draftguru.com.au/players/alix_tauru/1,players/A/Alix_Tauru.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alix Tauru,2006,2006,2025,2025,10,19,2024,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
116,https://www.draftguru.com.au/players/allan_bartlett/1,players/A/Allan_Bartlett.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allan Bartlett,1967,1967,1991,1991,11,11,1990,Pre-Draft,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
117,https://www.draftguru.com.au/players/allan_mckellar/1,players/A/Allan_McKellar.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allan McKellar,1967,1967,1986,1992,47,2,1990,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
118,https://www.draftguru.com.au/players/allan_murray/1,players/A/Allan_Murray.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allan Murray,1982,1982,2002,2006,16,16,2000,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
119,https://www.draftguru.com.au/players/allan_sidebottom/1,players/A/Allan_Sidebottom.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allan Sidebottom,1959,1959,1983,1987,56,58,1982,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
120,https://www.draftguru.com.au/players/allen_christensen/1,players/A/Allen_Christensen.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allen Christensen,1991,1991,2011,2019,133,133,2009,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
121,https://www.draftguru.com.au/players/allen_jakovich/1,players/A/Allen_Jakovich.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allen Jakovich,1968,1968,1991,1996,54,54,1990,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
122,https://www.draftguru.com.au/players/allister_scott/1,players/A/Allister_Scott.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Allister Scott,1971,1971,1990,1993,19,19,1989,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
123,https://www.draftguru.com.au/players/alwyn_davey/1,players/A/Alwyn_Davey.html,target_not_registered,target_unregistered,source_discrepancy_same_person,ALTERNATE_REGISTERED_IDENTITY_CORROBORATED,players/A/Alwyn_Davey0.html,manual_curation,Alwyn Davey,1984,,,,,100,2006,National,none,TARGET_NOT_REGISTERED,
124,https://www.draftguru.com.au/players/alwyn_davey/2,players/A/Alwyn_Davey1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Alwyn Davey,2004,2004,2023,2024,20,20,2022,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
125,https://www.draftguru.com.au/players/amon_buchanan/1,players/A/Amon_Buchanan.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Amon Buchanan,1982,1982,2002,2012,134,134,2000,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
126,https://www.draftguru.com.au/players/andrejs_everitt/1,players/A/Andrejs_Everitt.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrejs Everitt,1989,1989,2007,2016,131,131,2006,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
127,https://www.draftguru.com.au/players/andrew_balkwill/1,players/A/Andrew_Balkwill.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Balkwill,1972,1972,1997,1997,1,1,,,none,BIRTH_YEAR_CONSISTENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
128,https://www.draftguru.com.au/players/andrew_bews/1,players/A/Andrew_Bews.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Bews,1964,1964,1982,1998,282,75,1993,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
129,https://www.draftguru.com.au/players/andrew_bomford/1,players/A/Andrew_Bomford.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Bomford,1974,1974,1997,2000,28,28,1993,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
130,https://www.draftguru.com.au/players/andrew_boston/1,players/A/Andrew_Boston.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Boston,1994,1994,2013,2015,16,16,2012,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
131,https://www.draftguru.com.au/players/andrew_brayshaw/1,players/A/Andrew_Brayshaw.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Brayshaw,1999,1999,2018,2025,170,193,2017,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
132,https://www.draftguru.com.au/players/andrew_brockhurst/1,players/A/Andrew_Brockhurst.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Brockhurst,1964,1964,1988,1990,38,38,1987,,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
133,https://www.draftguru.com.au/players/andrew_browne/1,players/A/Andrew_Browne0.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Browne,1984,1984,2002,2009,29,29,2001,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
134,https://www.draftguru.com.au/players/andrew_browne/2,players/A/Andrew_Browne1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Browne,1990,1990,2009,2011,12,12,2008,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
135,https://www.draftguru.com.au/players/andrew_carrazzo/1,players/A/Andrew_Carrazzo.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Carrazzo,1983,1983,2004,2015,194,194,2001,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
136,https://www.draftguru.com.au/players/andrew_cavedon/1,players/A/Andrew_Cavedon.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Cavedon,1971,1972,1991,1995,28,5,,,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,
137,https://www.draftguru.com.au/players/andrew_collins/2,players/A/Andrew_Collins1.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Collins,1988,1989,2009,2012,36,36,2006,National,none,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
138,https://www.draftguru.com.au/players/andrew_crowell/1,players/A/Andrew_Crowell.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Crowell,1977,1977,2000,2003,44,44,1999,Pre-Season,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
139,https://www.draftguru.com.au/players/andrew_dimattina/1,players/A/Andrew_Dimattina.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Dimattina,1977,1977,2000,2002,28,28,1999,Rookie,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
140,https://www.draftguru.com.au/players/andrew_donnelly/1,players/A/Andrew_Donnelly.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Donnelly,1973,1973,1996,2000,68,68,1992,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
141,https://www.draftguru.com.au/players/andrew_dunkley/1,players/A/Andrew_Dunkley.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Dunkley,1968,1968,1992,2002,217,217,1991,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
142,https://www.draftguru.com.au/players/andrew_eccles/1,players/A/Andrew_Eccles.html,bridged,offline_strong,population_clean,OFFLINE_STRONG,,retain_bridge,Andrew Eccles,1979,1979,1998,2003,54,54,1996,National,none,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,
