coach_path,display_name,born_raw,player_href,profile_path,games_coached,raw_sha256
coaches/John_Barker.html,John Barker,19-Feb-1975,../players/J/John_Barker.html,players/J/John_Barker.html,14,27834f1b520684ffed66255b89a934be3db2c01964501dd5e6cd528865e32fbc
coaches/Bernie_Nolan.html,Bernie Nolan,23-Oct-1883,../players/B/Bernie_Nolan.html,players/B/Bernie_Nolan.html,14,b4e897d23dfecc09d2648f195fd9c0a04c56e13e8d30a1ab198076b15c1c0958
coaches/Michael_Nunan.html,Michael Nunan,12-Apr-1949,../players/M/Michael_Nunan.html,players/M/Michael_Nunan.html,14,a092148faa422b6e08148f832a2b9dc88fea6351dc35e91eb71f63233787b081
coaches/Gerry_Donnelly.html,Gerry Donnelly,7-Aug-1903,../players/G/Gerry_Donnelly.html,players/G/Gerry_Donnelly.html,14,b38aa18100e0028aa0c28117acc4dcae977db428d2437643b82539cecadede0b
coaches/Fred_Fleiter.html,Fred Fleiter,3-May-1897,../players/F/Fred_Fleiter.html,players/F/Fred_Fleiter.html,14,154817abad8e89b79f18d51a8e032029bbb5f497125e4ec4969c1e2aa3e7ec92
coaches/Billy_Strickland.html,Billy Strickland,17-Aug-1864,../players/B/Billy_Strickland.html,players/B/Billy_Strickland.html,13,c262fd54cb4ed3c5e9c0c3c6154cf7a68c271d79050a528fca5bda8194a6162f
coaches/Mark_McVeigh.html,Mark McVeigh,26-Jan-1981,../players/M/Mark_McVeigh.html,players/M/Mark_McVeigh.html,13,a6cc5fabdd4d381ae07901f02052c2a009dd2246937f732b3c9815e094e6cd74
coaches/Phil_Walsh.html,Phil Walsh,15-Mar-1960,../players/P/Phil_Walsh.html,players/P/Phil_Walsh.html,13,cfa033776eac8f25b2f37fb4b31d7ba8fceb7a2b3f885db8396e3787cdbc414d
coaches/Ben_Allan.html,Ben Allan,15-Oct-1968,../players/B/Ben_Allan.html,players/B/Ben_Allan.html,13,883faa4330be1a310183415a7696c1bc19daa64dd798b3a3a3b4aaf31b776dee
coaches/Paddy_Noonan.html,Paddy Noonan,4-Sep-1875,../players/P/Paddy_Noonan.html,players/P/Paddy_Noonan.html,13,ed8e4eb35918a4c8becd59e681bdcb1445c47dcfe0c5357cbebec729ee41b325
coaches/Greg_Hutchison.html,Greg Hutchison,13-Jun-1957,../players/G/Greg_Hutchison.html,players/G/Greg_Hutchison.html,13,50c3bafc409fcaf6159ad7a3ab63a5dddd5bb3554fb27b1003c32887423c758a
coaches/Ted_Rowell.html,Ted Rowell,15-Jun-1876,../players/T/Ted_Rowell.html,players/T/Ted_Rowell.html,12,230b60310fee11203ab70012e11d176e78a4663a42328a1b36c1afb8f5f6f98c
coaches/Sam_Gravenall.html,Sam Gravenall,18-Jul-1885,../players/S/Sam_Gravenall.html,players/S/Sam_Gravenall.html,12,abc0b2b8f83153f7fe5a0e0a4462bcbfbdf9fadbdfef3d3d6e1ddacbab4a2630
coaches/Mick_Erwin.html,Mick Erwin,6-Jun-1943,../players/M/Mick_Erwin.html,players/M/Mick_Erwin.html,12,71e0bf48fee024f1a78876fba3521880c176e23015a12b086573b263fcd773fc
coaches/Allan_Everett.html,Allan Everett,12-Apr-1913,../players/A/Allan_Everett.html,players/A/Allan_Everett.html,12,ae674cbd1e7e3e053c7fa2a2fc081cf5cb2a88cf2e804d0551c912cb910fdbb9
coaches/Alan_McConnell.html,Alan McConnell,30-Mar-1957,../players/A/Alan_McConnell.html,players/A/Alan_McConnell.html,11,1c73ad7685f082bbc77f2a6ddfd8f88586552d7493b00718a5a1ac2a4d4892a0
coaches/Scott_Camporeale.html,Scott Camporeale,11-Aug-1975,../players/S/Scott_Camporeale.html,players/S/Scott_Camporeale.html,11,87a72dcbe92b2d818522bbf0d54c36cf1391f2248a1070fb937252f14b9b8752
coaches/Stuart_King.html,Stuart King,22-Apr-1906,../players/S/Stuart_King.html,players/S/Stuart_King.html,11,4a42602002f8f1bc08a4467e457df785d6d96209aca1de4545a0c09c81fc3fd1
coaches/Roger_Merrett.html,Roger Merrett,19-Apr-1960,../players/R/Roger_Merrett.html,players/R/Roger_Merrett.html,11,76021014f5ad4c1f2e362c3485ca604fcc9c61b73017e4720e66fb4652b9ab1d
coaches/Jim_Adamson.html,Jim Adamson,1-Aug-1905,../players/J/Jim_Adamson.html,players/J/Jim_Adamson.html,11,516053374e792f45480db6f896b538ac68ebad9e68c11b28cc999e91b39198ad
coaches/Jade_Rawlings.html,Jade Rawlings,9-Oct-1977,../players/J/Jade_Rawlings.html,players/J/Jade_Rawlings.html,11,543c094513e9d88374835a4e0458b5fb26fef8a84fac8f09c35a26248cd5ce82
coaches/Harry_Saunders.html,Harry Saunders,21-May-1898,../players/H/Harry_Saunders.html,players/H/Harry_Saunders.html,10,d3be7889ada1314c72d3c012cc1627a07db7ec0a9a4b7cb9b919f04a158f280f
coaches/Doug_Ringrose.html,Doug Ringrose,4-Aug-1900,../players/D/Doug_Ringrose.html,players/D/Doug_Ringrose.html,10,2d112533e532bddd3550baf58b376970d76aead67b320a29828846faf08c5f9a
coaches/Dick_Harris0.html,Dick Harris,21-Oct-1911,../players/D/Dick_Harris0.html,players/D/Dick_Harris0.html,10,2eb957233892caf0eaae907661b5a7fe406537755a52ce4a7fc538adf3655387
coaches/Robert_Harvey.html,Robert Harvey,21-Aug-1971,../players/R/Robert_Harvey.html,players/R/Robert_Harvey.html,9,587dee87066d03a00f733571181db8ae09a36342213ed362b1a099e5b29b095b
coaches/Ted_Melling.html,Ted Melling,,,,9,b2d5e934bd783c5f160293cdb53d74fb50b56f34fdae915b725211f54a69d2a2
coaches/Mark_Riley.html,Mark Riley,10-Oct-1963,,,9,36630843c617b901fd75b6b724d3898faccb61cdbbccb68bc22439023776d6cf
coaches/Bob_Hammond1.html,Bob Hammond,16-Feb-1942,,,8,39d6e02067ddb9d0f46f1b3c2900cc5c0be973e1a5dd3b9ea473a1491e6cc6c6
coaches/Jimmy_Freake.html,Jimmy Freake,27-Jan-1889,../players/J/Jimmy_Freake.html,players/J/Jimmy_Freake.html,8,1febb57900262451ce2f4694c1b7eaf386d0474b2c29d6002fb5a7397173c697
coaches/Jim_Cassidy.html,Jim Cassidy,,,,8,f089ea85512313d139f3396a51a58b03f7e033da892181a964df658eb50154d5
coaches/Jack_Pemberton.html,Jack Pemberton,11-Jan-1883,../players/J/Jack_Pemberton.html,players/J/Jack_Pemberton.html,8,a6345f2413d2f8411a95bf1030b94deb621cc6996b2132cfcd18fed26a036607
coaches/Charlie_Dibbs.html,Charlie Dibbs,3-Apr-1905,../players/C/Charlie_Dibbs.html,players/C/Charlie_Dibbs.html,7,2bc17df5585514237b70bd332ebc845c5e80b9172893104a3ae60372d928da39
coaches/Jarrad_Schofield.html,Jarrad Schofield,30-Jan-1975,../players/J/Jarrad_Schofield.html,players/J/Jarrad_Schofield.html,7,6e66d5a408254e76a44d57e639d18293890f4fda37acf29733cb6b10ee4b019b
coaches/Paul_Feltham.html,Paul Feltham,1-Oct-1948,../players/P/Paul_Feltham.html,players/P/Paul_Feltham.html,7,c7d96aa6812f54d4f9eb208d032e4e60979d77c9cbf3e7bbec8ff14fc7139bd9
coaches/Elton_Plummer.html,Elton Plummer,31-Jul-1914,../players/E/Elton_Plummer.html,players/E/Elton_Plummer.html,7,9e338d233bf810bd6e10390392e51be74bc0b0a9f12afdaa26cfe674e4d42705
coaches/Leigh_Adams.html,Leigh Adams,6-Apr-1988,../players/L/Leigh_Adams.html,players/L/Leigh_Adams.html,6,7b31ab146b1cc40bcba63e23c1e0cac5594b0242e7e796ddd34c97ddffa738fe
coaches/Mark_Bickley.html,Mark Bickley,4-Aug-1969,../players/M/Mark_Bickley.html,players/M/Mark_Bickley.html,6,4116cc7e57982fdb21ee63533f22c0dfc3df01c28ece5b4ae86408dde6448b1b
coaches/Todd_Viney.html,Todd Viney,30-Mar-1966,../players/T/Todd_Viney.html,players/T/Todd_Viney.html,5,3539e2599f43f5d4ca7a398aa45c5c3ea5d8cf6a06a4bf7c9958bdcc2d4ba38f
coaches/Eric_Guy.html,Eric Guy,18-Aug-1932,../players/E/Eric_Guy.html,players/E/Eric_Guy.html,5,fc132064a1c766afdb122c094623319c6566092cb2e37f93ce13a551451d2b4b
coaches/Donald_McDonald.html,Donald McDonald,10-May-1962,../players/D/Donald_McDonald.html,players/D/Donald_McDonald.html,5,3ef3c17d24eb2d8a96a032918800f6e016908b79255abf3a0ff259a4bd5af5d8
coaches/Garry_Hocking.html,Garry Hocking,10-Aug-1968,../players/G/Garry_Hocking.html,players/G/Garry_Hocking.html,4,5a9b88d7ba15b9f50d41e9c234bf42b6e2ae7026dfa516a891edcc4ea54da753
coaches/Arthur_Rademacher.html,Arthur Rademacher,27-Nov-1889,../players/A/Arthur_Rademacher.html,players/A/Arthur_Rademacher.html,4,696bdf6456e143d8e96160c843d350a69eb5491a2ada3537b45cca0d078816dc
coaches/Allan_Davis.html,Allan Davis,29-Sep-1948,../players/A/Allan_Davis.html,players/A/Allan_Davis.html,4,059a037d389fc3339aa42f6909b4d7be24f056de2a88914e0cf9d8a1556e2f93
coaches/Troy_Chaplin.html,Troy Chaplin,23-Feb-1986,../players/T/Troy_Chaplin.html,players/T/Troy_Chaplin.html,3,6be8c742b04fac2c9b95eec29d3878e7ac270376fb4f56a7d75d51c79ae86e40
coaches/Jaymie_Graham.html,Jaymie Graham,6-Feb-1983,../players/J/Jaymie_Graham.html,players/J/Jaymie_Graham.html,3,8e45658816c973ce8513f15f7c67e76afaf83cccd76faadc0cee0c1229848c05
