player_id,display_name,afltables_profile_url
1615,Geoff Collins,players/G/Geoff_Collins.html
1617,Gary Colling,players/G/Gary_Colling.html
1620,Bruce Comben,players/B/Bruce_Comben.html
1621,Mick Conlan,players/M/Mick_Conlan.html
1626,Bryan Cousins,players/B/Bryan_Cousins.html
1628,Gordon Coventry,players/G/Gordon_Coventry.html
1629,Syd Coventry,players/S/Syd_Coventry0.html
1636,Peter Crimmins,players/P/Peter_Crimmins.html
1638,Max Crow,players/M/Max_Crow.html
1642,Bill Cubbins,players/B/Bill_Cubbins.html
1646,Neale Daniher,players/N/Neale_Daniher.html
1648,Charlie Davey,players/C/Charlie_Davey.html
1650,Fred Davies,players/F/Fred_Davies0.html
1654,Barry Davis,players/B/Barry_Davis.html
1658,Rick Davies,players/R/Rick_Davies.html
1661,Jim Deane,players/J/Jim_Deane.html
1667,Gary Dempsey,players/G/Gary_Dempsey.html
1668,Andrew Demetriou,players/A/Andrew_Demetriou.html
1669,David Dench,players/D/David_Dench.html
1675,Carl Ditterich,players/C/Carl_Ditterich.html
1677,Wally Donald,players/W/Wally_Donald.html
1680,Bruce Doull,players/B/Bruce_Doull.html
1682,Keith Drinan,players/K/Keith_Drinan.html
1687,Ian Dunstan,players/I/Ian_Dunstan.html
1688,Jeff Dunne,players/J/Jeff_Dunne.html
1691,Bruce Duperouzel,players/B/Bruce_Duperouzel.html
1693,Kevin Dynon,players/K/Kevin_Dynon.html
1697,Russell Ebert,players/R/Russell_Ebert.html
1698,Jim Edmond,players/J/Jim_Edmond.html
1708,Des English,players/D/Des_English.html
1709,Tim Evans,players/T/Tim_Evans.html
1710,Bernie Evans,players/B/Bernie_Evans.html
1714,Peter Featherby,players/P/Peter_Featherby.html
1715,Wes Fellowes,players/W/Wes_Fellowes.html
1722,Mike Fitzpatrick,players/M/Mike_Fitzpatrick.html
1723,Ted Fletcher,players/T/Ted_Fletcher.html
1724,Ken Fletcher,players/K/Ken_Fletcher.html
1725,Robert Flower,players/R/Robert_Flower.html
1728,Les Foote,players/L/Les_Foote.html
1729,Keith Forbes,players/K/Keith_Forbes.html
1736,Garry Foulds,players/G/Garry_Foulds.html
1737,Laurie Fowler,players/L/Laurie_Fowler.html
1738,Jim Francis,players/J/Jim_Francis.html
