source_key,source,season,club,player,player_id,link_status,candidate_count,position,is_captain,is_vice_captain,note,votes,source_citation
aa:1979:1,draftguru,1979,,Brian Peake,2063,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1979:10,draftguru,1979,North Melbourne,Graham Cornes,10988,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:11,draftguru,1979,Hawthorn,Kelvin Moore,1999,resolved,2,,false,false,1 time All-Australian,,draftguru
aa:1979:12,draftguru,1979,,Ken Hunter,1826,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1979:13,draftguru,1979,,Kym Hodgeman,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1979:14,draftguru,1979,Richmond,Michael Roach,2114,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:15,draftguru,1979,Hawthorn,Michael Tuck,1319,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:16,draftguru,1979,Geelong,Michael Turner,2230,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:17,draftguru,1979,,Peter Carey,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1979:18,draftguru,1979,,Peter Jonas,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1979:19,draftguru,1979,Collingwood,Peter Moore,2000,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:2,draftguru,1979,Carlton,Bruce Doull,1680,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:20,draftguru,1979,,Tony Buhagiar,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1979:3,draftguru,1979,Richmond,Bruce Monteath,1997,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:4,draftguru,1979,North Melbourne,Darryl Sutton,2200,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:5,draftguru,1979,Richmond,David Cloke,1286,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1979:6,draftguru,1979,,Des James,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1979:7,draftguru,1979,Fitzroy,Garry Wilson,2274,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:8,draftguru,1979,Geelong,Gary Malarkey,1936,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1979:9,draftguru,1979,,Geoff Morris,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1980:21,draftguru,1980,,Brian Peake,2063,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1980:22,draftguru,1980,St Kilda,Bruce Duperouzel,1691,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:23,draftguru,1980,North Melbourne,Darryl Sutton,2200,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1980:24,draftguru,1980,Fitzroy,Garry Wilson,2274,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1980:25,draftguru,1980,Richmond,Geoff Raines,2092,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:26,draftguru,1980,Carlton,Geoff Southby,2183,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:27,draftguru,1980,,Graham Cornes,10988,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1980:28,draftguru,1980,,Greg Phillips,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1980:29,draftguru,1980,Geelong,Ian Nankervis,2023,resolved,2,,false,false,1 time All-Australian,,draftguru
aa:1980:30,draftguru,1980,Richmond,Jim Jess,1845,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:31,draftguru,1980,South Melbourne,John Roberts,2122,resolved,2,,false,false,1 time All-Australian,,draftguru
aa:1980:32,draftguru,1980,,Keith Kuhlmann,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1980:33,draftguru,1980,,Ken Hunter,1826,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1980:34,draftguru,1980,Richmond,Mark Lee,1363,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:35,draftguru,1980,,Mark Williams,2281,resolved,4,,false,false,1 time All-Australian,,draftguru
aa:1980:36,draftguru,1980,,Peter Carey,,unmatched,0,,false,false,2 time All-Australian,,draftguru
aa:1980:37,draftguru,1980,,Rick Davies,1658,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:38,draftguru,1980,Carlton,Robbert Klomp,1881,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:39,draftguru,1980,Melbourne,Robert Flower,1725,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1980:40,draftguru,1980,,Ron Stubbs,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1983:41,draftguru,1983,,Craig Bradley,151,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1983:42,draftguru,1983,,Craig Williams,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1983:43,draftguru,1983,Hawthorn,Gary Buckenara,1387,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:44,draftguru,1983,North Melbourne,Keith Greig,1765,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:45,draftguru,1983,,Kevin Taylor,2208,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:46,draftguru,1983,Richmond,Mark Lee,1363,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1983:47,draftguru,1983,Fitzroy,Matt Rendell,1347,resolved,0,,false,false,1 time All-Australian,,draftguru
aa:1983:48,draftguru,1983,Richmond,Maurice Rioli,2113,resolved,2,,false,false,1 time All-Australian,,draftguru
aa:1983:49,draftguru,1983,,Michael Aish,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1983:50,draftguru,1983,Collingwood,Michael Richardson,1354,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:51,draftguru,1983,Hawthorn,Michael Tuck,1319,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1983:52,draftguru,1983,,Peter Motley,2009,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1983:53,draftguru,1983,Melbourne,Robert Flower,1725,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1983:54,draftguru,1983,North Melbourne,Ross Glendinning,1757,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:55,draftguru,1983,Essendon,Simon Madden,1302,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:56,draftguru,1983,,Stephen Curtis,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1983:57,draftguru,1983,North Melbourne,Stephen McCann,1956,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:58,draftguru,1983,,Stephen Michael,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1983:59,draftguru,1983,Essendon,Terry Daniher,1311,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1983:60,draftguru,1983,,Tony Giles,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1985:61,draftguru,1985,,Craig Bradley,151,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1985:62,draftguru,1985,Richmond,Dale Weightman,1256,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:63,draftguru,1985,Hawthorn,Dermott Brereton,234,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1985:64,draftguru,1985,Essendon,Garry Foulds,1736,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:65,draftguru,1985,Hawthorn,Gary Buckenara,1387,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1985:66,draftguru,1985,Fitzroy,Gary Pert,210,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1985:67,draftguru,1985,Collingwood,Geoff Raines,2092,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1985:68,draftguru,1985,,John Platten,636,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1985:69,draftguru,1985,Essendon,Leon Baker,1503,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:70,draftguru,1985,,Malcolm Blight,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1985:71,draftguru,1985,Essendon,Mark Harvey,321,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:72,draftguru,1985,Richmond,Mark Lee,1363,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1985:73,draftguru,1985,,Michael Mitchell,,implausible,1,,false,false,1 time All-Australian,,draftguru
aa:1985:74,draftguru,1985,Fitzroy,Paul Roos,985,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1985:75,draftguru,1985,,Peter Motley,2009,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1985:76,draftguru,1985,Hawthorn,Rod Lester-Smith,1398,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1985:77,draftguru,1985,Essendon,Roger Merrett,107,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:78,draftguru,1985,Hawthorn,Russell Greene,1767,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:79,draftguru,1985,,Stephen Kernahan,148,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1985:80,draftguru,1985,Essendon,Terry Daniher,1311,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1986:100,draftguru,1986,St Kilda,Phil Narkle,2024,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:101,draftguru,1986,,Robert Wiley,2280,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1986:102,draftguru,1986,Carlton,Stephen Kernahan,148,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1986:103,draftguru,1986,,Steve Malaxos,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1986:81,draftguru,1986,,Andrew Jarman,8,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:82,draftguru,1986,,Andrew MacNish,1262,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:83,draftguru,1986,Western Bulldogs,Brad Hardie,1300,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:84,draftguru,1986,,Brian Peake,2063,resolved,1,,false,false,3 time All-Australian,,draftguru
aa:1986:85,draftguru,1986,Western Bulldogs,Brian Royal,1277,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1986:86,draftguru,1986,,Chris McDermott,17,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:87,draftguru,1986,Carlton,Craig Bradley,151,resolved,1,,false,false,3 time All-Australian,,draftguru
aa:1986:88,draftguru,1986,Richmond,Dale Weightman,1256,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1986:89,draftguru,1986,Hawthorn,Gary Buckenara,1387,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1986:90,draftguru,1986,Sydney,Gerard Healy,1366,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:91,draftguru,1986,Sydney,Greg Williams,142,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:92,draftguru,1986,Hawthorn,John Platten,636,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1986:93,draftguru,1986,Essendon,Kevin Walsh,1392,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1986:94,draftguru,1986,,Laurie Keene,1414,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1986:95,draftguru,1986,,Mark Naley,1334,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1986:96,draftguru,1986,Richmond,Maurice Rioli,2113,resolved,2,,false,false,2 time All-Australian,,draftguru
aa:1986:97,draftguru,1986,,Michael Aish,,unmatched,0,,false,false,2 time All-Australian,,draftguru
aa:1986:98,draftguru,1986,,Michael Mitchell,,implausible,1,,false,false,2 time All-Australian,,draftguru
aa:1986:99,draftguru,1986,,Peter Wilson,1033,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:104,draftguru,1987,Geelong,Andrew Bews,94,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:105,draftguru,1987,,Andrew Jarman,8,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:106,draftguru,1987,,Andrew Rogers,1325,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:107,draftguru,1987,Sydney,Bernard Toohey,1313,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:108,draftguru,1987,Geelong,Bruce Lindner,1921,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:109,draftguru,1987,Hawthorn,Chris Langford,639,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1987:110,draftguru,1987,,Chris McDermott,17,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:111,draftguru,1987,Sydney,Craig Holden,1814,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:112,draftguru,1987,Sydney,Gerard Healy,1366,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:113,draftguru,1987,Sydney,Greg Williams,142,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:114,draftguru,1987,Hawthorn,John Platten,636,resolved,1,,false,false,3 time All-Australian,,draftguru
aa:1987:115,draftguru,1987,Geelong,Mark Bairstow,1201,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1987:116,draftguru,1987,Carlton,Mark Naley,1334,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:117,draftguru,1987,Fitzroy,Matt Rendell,1347,resolved,0,,false,false,2 time All-Australian,,draftguru
aa:1987:118,draftguru,1987,Brisbane,Matthew Campbell,1281,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:119,draftguru,1987,Fitzroy,Paul Roos,985,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:120,draftguru,1987,Essendon,Paul Salmon,314,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:121,draftguru,1987,West Coast,Phil Narkle,2024,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1987:122,draftguru,1987,Hawthorn,Russell Morris,1188,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1987:123,draftguru,1987,,Scott Salisbury,,unmatched,0,,false,false,1 time All-Australian,,draftguru
aa:1987:124,draftguru,1987,Essendon,Simon Madden,1302,unique,1,,false,false,2 time All-Australian,,draftguru
aa:1988:125,draftguru,1988,Geelong,Bruce Lindner,1921,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1988:126,draftguru,1988,Richmond,Dale Weightman,1256,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1988:127,draftguru,1988,St Kilda,Danny Frawley,918,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1988:128,draftguru,1988,Melbourne,Danny Hughes,1394,resolved,2,,false,false,1 time All-Australian,,draftguru
aa:1988:129,draftguru,1988,Sydney,David Murphy,1341,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1988:130,draftguru,1988,Sydney,Gerard Healy,1366,resolved,1,,false,false,3 time All-Australian,,draftguru
aa:1988:131,draftguru,1988,,Gregory Whittlesea,11499,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:132,draftguru,1988,Hawthorn,John Platten,636,resolved,1,,false,false,4 time All-Australian,,draftguru
aa:1988:133,draftguru,1988,Brisbane,Mark Mickan,1308,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:134,draftguru,1988,,Martin Leslie,124,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:135,draftguru,1988,,Maurice Rioli,2113,resolved,2,,false,false,3 time All-Australian,,draftguru
aa:1988:136,draftguru,1988,,Michael Long,313,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:137,draftguru,1988,Western Bulldogs,Michael McLean,99,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:138,draftguru,1988,Fitzroy,Paul Roos,985,resolved,1,,false,false,3 time All-Australian,,draftguru
aa:1988:139,draftguru,1988,Essendon,Paul Salmon,314,resolved,1,,false,false,2 time All-Australian,,draftguru
aa:1988:140,draftguru,1988,Essendon,Simon Madden,1302,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1988:141,draftguru,1988,Carlton,Stephen Kernahan,148,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1988:142,draftguru,1988,West Coast,Steve Malaxos,,unmatched,0,,false,false,2 time All-Australian,,draftguru
aa:1988:143,draftguru,1988,Essendon,Terry Daniher,1311,unique,1,,false,false,3 time All-Australian,,draftguru
aa:1988:144,draftguru,1988,Western Bulldogs,Terry Wallace,1371,unique,1,,false,false,1 time All-Australian,,draftguru
aa:1988:145,draftguru,1988,Hawthorn,Tony Hall,13,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1988:146,draftguru,1988,Western Bulldogs,Tony McGuinness,18,resolved,1,,false,false,1 time All-Australian,,draftguru
aa:1991:147,draftguru,1991,Essendon,Anthony Daniher,1238,unique,1,FB,false,false,1 time All-Australian,,draftguru
aa:1991:148,draftguru,1991,Sydney,Barry Mitchell,157,resolved,1,Ro,false,false,1 time All-Australian,,draftguru
aa:1991:149,draftguru,1991,Geelong,Bill Brownless,564,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1991:150,draftguru,1991,West Coast,Chris Mainwaring,1029,unique,1,W,false,false,1 time All-Australian,,draftguru
aa:1991:151,draftguru,1991,West Coast,Craig Turley,717,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1991:152,draftguru,1991,St Kilda,David Grant,716,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1991:153,draftguru,1991,Geelong,Garry Hocking,577,unique,1,FP,false,false,1 time All-Australian,,draftguru
aa:1991:154,draftguru,1991,Collingwood,Gavin Brown,216,unique,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1991:155,draftguru,1991,West Coast,Guy McKenna,1032,unique,1,BP,false,false,1 time All-Australian,,draftguru
aa:1991:156,draftguru,1991,Melbourne,Jim Stynes,702,unique,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1991:157,draftguru,1991,Geelong,Ken Hinkley,559,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1991:158,draftguru,1991,Geelong,Mark Bairstow,1201,unique,1,RR,false,false,2 time All-Australian,,draftguru
aa:1991:159,draftguru,1991,St Kilda,Nicky Winmar,461,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1991:160,draftguru,1991,Adelaide,Nigel Smart,5,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:1991:161,draftguru,1991,Geelong,Paul Couch,565,unique,1,C,false,false,1 time All-Australian,,draftguru
aa:1991:162,draftguru,1991,Fitzroy,Paul Roos,985,resolved,1,CHB,true,false,4 time All-Australian,,draftguru
aa:1991:163,draftguru,1991,West Coast,Peter Matera,1040,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1991:164,draftguru,1991,St Kilda,Stewart Loewe,927,unique,1,CHF,false,false,1 time All-Australian,,draftguru
aa:1991:165,draftguru,1991,Collingwood,Tony Francis,238,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:1991:166,draftguru,1991,St Kilda,Tony Lockett,990,resolved,1,FF,false,false,1 time All-Australian,,draftguru
aa:1992:167,draftguru,1992,Geelong,Barry Stoneham,584,unique,1,CHB,false,false,1 time All-Australian,,draftguru
aa:1992:168,draftguru,1992,Adelaide,Ben Hart,22,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:1992:169,draftguru,1992,Adelaide,Chris McDermott,17,resolved,1,RR,false,false,3 time All-Australian,,draftguru
aa:1992:170,draftguru,1992,Hawthorn,Darren Jarman,36,resolved,1,C,false,false,1 time All-Australian,,draftguru
aa:1992:171,draftguru,1992,West Coast,Dean Kemp,1028,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1992:172,draftguru,1992,Geelong,Gary Ablett,567,resolved,2,HFF,false,false,1 time All-Australian,,draftguru
aa:1992:173,draftguru,1992,Essendon,Gavin Wanganeen,303,resolved,1,BP,false,false,1 time All-Australian,,draftguru
aa:1992:174,draftguru,1992,Hawthorn,Jason Dunstall,632,unique,1,FF,false,false,1 time All-Australian,,draftguru
aa:1992:175,draftguru,1992,Hawthorn,John Platten,636,resolved,1,Ro,false,false,5 time All-Australian,,draftguru
aa:1992:176,draftguru,1992,Geelong,Ken Hinkley,559,resolved,1,HBF,false,false,2 time All-Australian,,draftguru
aa:1992:177,draftguru,1992,Geelong,Mark Bairstow,1201,unique,1,IC,false,false,3 time All-Australian,,draftguru
aa:1992:178,draftguru,1992,Collingwood,Mick McGuane,174,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1992:179,draftguru,1992,Carlton,Mil Hanna,146,unique,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1992:180,draftguru,1992,Fitzroy,Paul Roos,985,resolved,1,FB,true,false,5 time All-Australian,,draftguru
aa:1992:181,draftguru,1992,St Kilda,Robert Harvey,930,unique,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1992:182,draftguru,1992,Western Bulldogs,Scott Wynd,424,unique,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1992:183,draftguru,1992,Carlton,Stephen Kernahan,148,unique,1,IC,false,false,4 time All-Australian,,draftguru
aa:1992:184,draftguru,1992,St Kilda,Stewart Loewe,927,unique,1,CHF,false,false,2 time All-Australian,,draftguru
aa:1992:185,draftguru,1992,St Kilda,Tony Lockett,990,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1992:186,draftguru,1992,Adelaide,Tony McGuinness,18,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1993:187,draftguru,1993,Fitzroy,Alastair Lynch,104,resolved,1,FB,false,false,1 time All-Australian,,draftguru
aa:1993:188,draftguru,1993,Carlton,Andrew McKay,140,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1993:189,draftguru,1993,Hawthorn,Ben Allan,481,resolved,1,RR,false,false,1 time All-Australian,,draftguru
aa:1993:190,draftguru,1993,Adelaide,Ben Hart,22,resolved,1,BP,false,false,2 time All-Australian,,draftguru
aa:1993:191,draftguru,1993,Carlton,Craig Bradley,151,resolved,1,HFF,false,false,4 time All-Australian,,draftguru
aa:1993:192,draftguru,1993,Geelong,Garry Hocking,577,unique,1,FP,false,false,2 time All-Australian,,draftguru
aa:1993:193,draftguru,1993,Melbourne,Garry Lyon,695,unique,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1993:194,draftguru,1993,Geelong,Gary Ablett,567,resolved,2,FF,false,false,2 time All-Australian,,draftguru
aa:1993:195,draftguru,1993,Essendon,Gavin Wanganeen,303,resolved,1,BP,false,false,2 time All-Australian,,draftguru
aa:1993:196,draftguru,1993,Adelaide,Greg Anderson,24,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1993:197,draftguru,1993,Carlton,Greg Williams,142,resolved,1,C,false,false,3 time All-Australian,,draftguru
aa:1993:198,draftguru,1993,West Coast,Guy McKenna,1032,unique,1,HBF,false,false,2 time All-Australian,,draftguru
aa:1993:199,draftguru,1993,Melbourne,Jim Stynes,702,unique,1,Ru,false,false,2 time All-Australian,,draftguru
aa:1993:200,draftguru,1993,Essendon,Mark Harvey,321,unique,1,CHB,false,false,2 time All-Australian,,draftguru
aa:1993:201,draftguru,1993,St Kilda,Nathan Burke,919,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1993:202,draftguru,1993,Adelaide,Nigel Smart,5,resolved,1,IC,false,false,2 time All-Australian,,draftguru
aa:1993:203,draftguru,1993,West Coast,Peter Matera,1040,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:1993:204,draftguru,1993,Adelaide,Tony McGuinness,18,resolved,1,Ro,false,false,3 time All-Australian,,draftguru
aa:1993:205,draftguru,1993,Adelaide,Tony Modra,14,resolved,1,FP,false,false,1 time All-Australian,,draftguru
aa:1993:206,draftguru,1993,North Melbourne,Wayne Carey,766,resolved,1,CHF,true,false,1 time All-Australian,,draftguru
aa:1994:207,draftguru,1994,Hawthorn,Ben Allan,481,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1994:208,draftguru,1994,Hawthorn,Chris Langford,639,unique,1,BP,false,false,2 time All-Australian,,draftguru
aa:1994:209,draftguru,1994,Carlton,Craig Bradley,151,resolved,1,IC,false,false,5 time All-Australian,,draftguru
aa:1994:210,draftguru,1994,West Coast,David Hart,1041,unique,1,BP,false,false,1 time All-Australian,,draftguru
aa:1994:211,draftguru,1994,Geelong,Garry Hocking,577,unique,1,Ro,false,false,3 time All-Australian,,draftguru
aa:1994:212,draftguru,1994,Melbourne,Garry Lyon,695,unique,1,HFF,false,false,2 time All-Australian,,draftguru
aa:1994:213,draftguru,1994,Geelong,Gary Ablett,567,resolved,2,FF,false,false,3 time All-Australian,,draftguru
aa:1994:214,draftguru,1994,Collingwood,Gavin Brown,216,unique,1,HFF,false,false,2 time All-Australian,,draftguru
aa:1994:215,draftguru,1994,West Coast,Glen Jakovich,1038,resolved,1,CHB,false,false,1 time All-Australian,,draftguru
aa:1994:216,draftguru,1994,Carlton,Greg Williams,142,resolved,1,C,true,false,4 time All-Australian,,draftguru
aa:1994:217,draftguru,1994,West Coast,Guy McKenna,1032,unique,1,HBF,false,false,3 time All-Australian,,draftguru
aa:1994:218,draftguru,1994,Hawthorn,Jason Dunstall,632,unique,1,FP,false,false,2 time All-Australian,,draftguru
aa:1994:219,draftguru,1994,Adelaide,Mark Ricciuto,4,resolved,1,IC,false,false,1 time All-Australian,,draftguru
aa:1994:220,draftguru,1994,Geelong,Michael Mansfield,198,resolved,1,HBF,false,false,1 time All-Australian,,draftguru
aa:1994:221,draftguru,1994,West Coast,Peter Matera,1040,resolved,1,W,false,false,3 time All-Australian,,draftguru
aa:1994:222,draftguru,1994,St Kilda,Robert Harvey,930,unique,1,RR,false,false,2 time All-Australian,,draftguru
aa:1994:223,draftguru,1994,Adelaide,Shaun Rehn,16,resolved,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1994:224,draftguru,1994,Carlton,Stephen Kernahan,148,unique,1,IC,false,false,5 time All-Australian,,draftguru
aa:1994:225,draftguru,1994,Carlton,Stephen Silvagni,136,unique,1,FB,false,false,1 time All-Australian,,draftguru
aa:1994:226,draftguru,1994,Melbourne,Stephen Tingay,693,resolved,1,W,false,false,1 time All-Australian,,draftguru
aa:1994:227,draftguru,1994,North Melbourne,Wayne Carey,766,resolved,1,CHF,false,false,2 time All-Australian,,draftguru
aa:1995:228,draftguru,1995,Carlton,Ang Christou,138,unique,1,BP,false,false,1 time All-Australian,,draftguru
aa:1995:229,draftguru,1995,Carlton,Anthony Koutoufides,144,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1995:230,draftguru,1995,Carlton,Craig Bradley,151,resolved,1,Ro,false,false,6 time All-Australian,,draftguru
aa:1995:231,draftguru,1995,Hawthorn,Darren Jarman,36,resolved,1,FP,false,false,2 time All-Australian,,draftguru
aa:1995:232,draftguru,1995,Melbourne,David Neitz,689,unique,1,IC,false,false,1 time All-Australian,,draftguru
aa:1995:233,draftguru,1995,Melbourne,Garry Lyon,695,unique,1,HFF,false,false,3 time All-Australian,,draftguru
aa:1995:234,draftguru,1995,Geelong,Gary Ablett,567,resolved,2,FF,true,false,4 time All-Australian,,draftguru
aa:1995:235,draftguru,1995,Essendon,Gavin Wanganeen,303,resolved,1,BP,false,false,3 time All-Australian,,draftguru
aa:1995:236,draftguru,1995,West Coast,Glen Jakovich,1038,resolved,1,CHB,false,false,2 time All-Australian,,draftguru
aa:1995:237,draftguru,1995,Essendon,James Hird,312,resolved,1,HFF,false,false,1 time All-Australian,,draftguru
aa:1995:238,draftguru,1995,Carlton,Justin Madden,150,unique,1,Ru,false,false,1 time All-Australian,,draftguru
aa:1995:239,draftguru,1995,Essendon,Michael Long,313,resolved,1,W,false,false,2 time All-Australian,,draftguru
aa:1995:240,draftguru,1995,Geelong,Michael Mansfield,198,resolved,1,HBF,false,false,2 time All-Australian,,draftguru
aa:1995:241,draftguru,1995,St Kilda,Nicky Winmar,461,resolved,1,W,false,false,2 time All-Australian,,draftguru
