source_key,source,season,club,player,player_id,link_status,candidate_count,position,is_captain,is_vice_captain,note,votes,source_citation
"aah:1956:Jack, K. Clarke*:East Fremantle",wikipedia,1956,East Fremantle,"Jack, K. Clarke",,unmatched,0,,false,false,,,wikipedia
aah:1956:John Abley*:Port Adelaide,wikipedia,1956,Port Adelaide,John Abley,,unmatched,0,,false,false,,,wikipedia
aah:1956:John Chick*:Carlton,wikipedia,1956,Carlton,John Chick,2682,resolved,1,,false,false,,,wikipedia
aah:1956:John Gerovich*:South Fremantle,wikipedia,1956,South Fremantle,John Gerovich,,unmatched,0,,false,false,,,wikipedia
aah:1956:Keith Harper*:Perth,wikipedia,1956,Perth,Keith Harper,,unmatched,0,,false,false,,,wikipedia
aah:1956:Lindsay Head*:West Torr,wikipedia,1956,West Torr,Lindsay Head,,unmatched,0,,false,false,,,wikipedia
aah:1956:Peter Pianto*:Geelong,wikipedia,1956,Geelong,Peter Pianto,2075,resolved,1,,false,false,,,wikipedia
aah:1956:Ron Barassi*:Melbourne,wikipedia,1956,Melbourne,Ron Barassi,2521,resolved,2,,false,false,,,wikipedia
aah:1956:Roy Wright*:Richmond,wikipedia,1956,Richmond,Roy Wright,2296,resolved,1,,false,false,,,wikipedia
aah:1956:Stan Costello*:West Adelaide,wikipedia,1956,West Adelaide,Stan Costello,,unmatched,0,,false,false,,,wikipedia
aah:1956:Ted Whitten snr*:Footscray,wikipedia,1956,Footscray,Ted Whitten snr,2268,resolved,2,,false,false,,,wikipedia
aah:1958:Alan Preen*:East Fremantle,wikipedia,1958,East Fremantle,Alan Preen,,unmatched,0,,false,false,,,wikipedia
aah:1958:Allen Aylett*:North Melbourne,wikipedia,1958,North Melbourne,Allen Aylett,1498,resolved,1,,false,false,,,wikipedia
aah:1958:Barry Metcalfe*:Mordialloc,wikipedia,1958,Mordialloc,Barry Metcalfe,9747,resolved,1,,false,false,,,wikipedia
aah:1958:Bob Davis*:Geelong,wikipedia,1958,Geelong,Bob Davis,1967,resolved,1,,false,false,,,wikipedia
aah:1958:Don Gale*:Wynyard,wikipedia,1958,Wynyard,Don Gale,,unmatched,0,,false,false,,,wikipedia
aah:1958:Graham Farmer*:East Perth,wikipedia,1958,East Perth,Graham Farmer,2861,unique,1,,false,false,,,wikipedia
"aah:1958:Jack, E. Clarke*:Essendon",wikipedia,1958,Essendon,"Jack, E. Clarke",,unmatched,0,,false,false,,,wikipedia
"aah:1958:Jack, K. Clarke*:East Fremantle",wikipedia,1958,East Fremantle,"Jack, K. Clarke",,unmatched,0,,false,false,,,wikipedia
aah:1958:Jim Ross*:North Launceston,wikipedia,1958,North Launceston,Jim Ross,2128,unique,1,,false,false,,,wikipedia
aah:1958:John Abley*:Port Adelaide,wikipedia,1958,Port Adelaide,John Abley,,unmatched,0,,false,false,,,wikipedia
aah:1958:John Dugdale*:North Melbourne,wikipedia,1958,North Melbourne,John Dugdale,2808,resolved,1,,false,false,,,wikipedia
aah:1958:Kevin Murray*:Fitzroy,wikipedia,1958,Fitzroy,Kevin Murray,2018,resolved,1,,false,false,,,wikipedia
aah:1958:Neil Roberts*:St Kilda,wikipedia,1958,St Kilda,Neil Roberts,2116,resolved,1,,false,false,,,wikipedia
aah:1958:Norm Rogers*:East Fremantle,wikipedia,1958,East Fremantle,Norm Rogers,,unmatched,0,,false,false,,,wikipedia
aah:1958:Owen Abrahams*:Fitzroy,wikipedia,1958,Fitzroy,Owen Abrahams,2453,resolved,1,,false,false,,,wikipedia
aah:1958:Ray Sorrell*:East Fremantle,wikipedia,1958,East Fremantle,Ray Sorrell,,unmatched,0,,false,false,,,wikipedia
aah:1958:Reg Burgess*:Essendon,wikipedia,1958,Essendon,Reg Burgess,2617,resolved,1,,false,false,,,wikipedia
aah:1958:Ron Barassi*:Melbourne,wikipedia,1958,Melbourne,Ron Barassi,2521,resolved,2,,false,false,,,wikipedia
aah:1958:Stuart Spencer*:Melbourne,wikipedia,1958,Melbourne,Stuart Spencer,2184,resolved,1,,false,false,,,wikipedia
aah:1958:Ted Whitten snr*:Footscray,wikipedia,1958,Footscray,Ted Whitten snr,2268,resolved,2,,false,false,,,wikipedia
aah:1961:Allen Aylett*:North Melbourne,wikipedia,1961,North Melbourne,Allen Aylett,1498,resolved,1,,false,false,,,wikipedia
aah:1961:Bill Wedding*:Norwood,wikipedia,1961,Norwood,Bill Wedding,,unmatched,0,,false,false,,,wikipedia
aah:1961:Bob Shearman*:West Torr,wikipedia,1961,West Torr,Bob Shearman,3688,resolved,1,,false,false,,,wikipedia
aah:1961:Bob Withers*:North Launceston,wikipedia,1961,North Launceston,Bob Withers,,unmatched,0,,false,false,,,wikipedia
aah:1961:Brian Dixon*:Melbourne,wikipedia,1961,Melbourne,Brian Dixon,2787,resolved,1,,false,false,,,wikipedia
aah:1961:Darrel Baldock*:Latrobe,wikipedia,1961,Latrobe,Darrel Baldock,2518,resolved,1,,false,false,,,wikipedia
aah:1961:Don Lindner*:North Adelaide,wikipedia,1961,North Adelaide,Don Lindner,,unmatched,0,,false,false,,,wikipedia
aah:1961:Don Roach*:West Adelaide,wikipedia,1961,West Adelaide,Don Roach,3594,unique,1,,false,false,,,wikipedia
aah:1961:Geoff Kingston*:West Torr,wikipedia,1961,West Torr,Geoff Kingston,,unmatched,0,,false,false,,,wikipedia
aah:1961:Graham Farmer*:East Perth,wikipedia,1961,East Perth,Graham Farmer,2861,resolved,1,,false,false,,,wikipedia
"aah:1961:Jack, K. Clarke*:East Fremantle",wikipedia,1961,East Fremantle,"Jack, K. Clarke",,unmatched,0,,false,false,,,wikipedia
aah:1961:John Abley*:Port Adelaide,wikipedia,1961,Port Adelaide,John Abley,,unmatched,0,,false,false,,,wikipedia
aah:1961:John Halbert*:Sturt,wikipedia,1961,Sturt,John Halbert,,unmatched,0,,false,false,,,wikipedia
aah:1961:John Schultz*:Footscray,wikipedia,1961,Footscray,John Schultz,9788,resolved,2,,false,false,,,wikipedia
aah:1961:John Todd*:South Fremantle,wikipedia,1961,South Fremantle,John Todd,,unmatched,0,,false,false,,,wikipedia
aah:1961:Neil Kerley*:West Adelaide,wikipedia,1961,West Adelaide,Neil Kerley,,unmatched,0,,false,false,,,wikipedia
aah:1961:Ray Gabelich*:West Perth,wikipedia,1961,West Perth,Ray Gabelich,2906,resolved,1,,false,false,,,wikipedia
aah:1961:Ray Sorrell*:East Fremantle,wikipedia,1961,East Fremantle,Ray Sorrell,,unmatched,0,,false,false,,,wikipedia
aah:1961:Ron Barassi*:Melbourne,wikipedia,1961,Melbourne,Ron Barassi,2521,resolved,2,,false,false,,,wikipedia
aah:1961:Ted Whitten snr*:Footscray,wikipedia,1961,Footscray,Ted Whitten snr,2268,resolved,2,,false,false,,,wikipedia
aah:1966:Barry Cable*:Perth,wikipedia,1966,Perth,Barry Cable,2327,unique,1,,false,false,,,wikipedia
aah:1966:Brenton Adcock*:Sturt,wikipedia,1966,Sturt,Brenton Adcock,,unmatched,0,,false,false,,,wikipedia
aah:1966:Brian Sarre*:Subiaco,wikipedia,1966,Subiaco,Brian Sarre,,unmatched,0,,false,false,,,wikipedia
aah:1966:Darrel Baldock*:St Kilda,wikipedia,1966,St Kilda,Darrel Baldock,2518,resolved,1,,false,false,,,wikipedia
aah:1966:Denis Marshall*:Geelong,wikipedia,1966,Geelong,Denis Marshall,1264,resolved,1,,false,false,,,wikipedia
aah:1966:Graeme John*:South Melbourne,wikipedia,1966,South Melbourne,Graeme John,3133,resolved,1,,false,false,,,wikipedia
aah:1966:Graeme Lee*:Launceston,wikipedia,1966,Launceston,Graeme Lee,3206,unique,1,,false,false,,,wikipedia
aah:1966:Hassa Mann*:Melbourne,wikipedia,1966,Melbourne,Hassa Mann,3261,resolved,1,,false,false,,,wikipedia
aah:1966:Ian Bryant*:Footscray,wikipedia,1966,Footscray,Ian Bryant,2609,resolved,1,,false,false,,,wikipedia
aah:1966:Ian Stewart*:St Kilda,wikipedia,1966,St Kilda,Ian Stewart,2193,resolved,1,,false,false,,,wikipedia
aah:1966:John Goold*:Carlton,wikipedia,1966,Carlton,John Goold,2946,resolved,1,,false,false,,,wikipedia
aah:1966:John McIntosh*:Claremont,wikipedia,1966,Claremont,John McIntosh,3314,unique,1,,false,false,,,wikipedia
aah:1966:John Nicholls*:Carlton,wikipedia,1966,Carlton,John Nicholls,3422,resolved,1,,false,false,,,wikipedia
aah:1966:Keith Doncon*:East Perth,wikipedia,1966,East Perth,Keith Doncon,,unmatched,0,,false,false,,,wikipedia
aah:1966:Kevin Murray*:East Perth,wikipedia,1966,East Perth,Kevin Murray,2018,resolved,1,,false,false,,,wikipedia
aah:1966:Neville Crowe*:Richmond,wikipedia,1966,Richmond,Neville Crowe,2737,resolved,1,,false,false,,,wikipedia
aah:1966:Noel Teasdale*:North Melbourne,wikipedia,1966,North Melbourne,Noel Teasdale,3772,resolved,1,,false,false,,,wikipedia
aah:1966:Peter Hudson*:New Norfolk,wikipedia,1966,New Norfolk,Peter Hudson,1822,resolved,1,,false,false,,,wikipedia
aah:1966:Rick Schoff*:Sturt,wikipedia,1966,Sturt,Rick Schoff,,unmatched,0,,false,false,,,wikipedia
aah:1966:Robert Day*:West Adelaide,wikipedia,1966,West Adelaide,Robert Day,10668,unique,1,,false,false,,,wikipedia
aah:1969:Alex Jesaulenko*:Carlton,wikipedia,1969,Carlton,Alex Jesaulenko,1844,resolved,1,,false,false,,,wikipedia
aah:1969:Barry Cable*:Perth,wikipedia,1969,Perth,Barry Cable,2327,resolved,1,,false,false,,,wikipedia
aah:1969:Bill Walker*:Swan Dists,wikipedia,1969,Swan Dists,Bill Walker,,ambiguous,3,,false,false,,,wikipedia
aah:1969:Bob Keddie*:Hawthorn,wikipedia,1969,Hawthorn,Bob Keddie,2373,resolved,1,,false,false,,,wikipedia
aah:1969:Bob Murray*:St Kilda,wikipedia,1969,St Kilda,Bob Murray,2393,resolved,1,,false,false,,,wikipedia
aah:1969:Brian Colbey*:Glenelg,wikipedia,1969,Glenelg,Brian Colbey,,unmatched,0,,false,false,,,wikipedia
aah:1969:Graham Molloy*:Norwood,wikipedia,1969,Norwood,Graham Molloy,2388,resolved,1,,false,false,,,wikipedia
aah:1969:Greg Brehaut*:Perth,wikipedia,1969,Perth,Greg Brehaut,,unmatched,0,,false,false,,,wikipedia
aah:1969:John Cahill*:Port Adelaide,wikipedia,1969,Port Adelaide,John Cahill,,unmatched,0,,false,false,,,wikipedia
aah:1969:John McIntosh*:Claremont,wikipedia,1969,Claremont,John McIntosh,3314,resolved,1,,false,false,,,wikipedia
aah:1969:John Newman*:Geelong,wikipedia,1969,Geelong,John Newman,,unmatched,0,,false,false,,,wikipedia
aah:1969:John Nicholls*:Carlton,wikipedia,1969,Carlton,John Nicholls,3422,resolved,1,,false,false,,,wikipedia
aah:1969:Peter Darley*:South Adelaide,wikipedia,1969,South Adelaide,Peter Darley,,unmatched,0,,false,false,,,wikipedia
aah:1969:Peter Eakins*:Subiaco,wikipedia,1969,Subiaco,Peter Eakins,2823,resolved,1,,false,false,,,wikipedia
aah:1969:Peter Hudson*:Hawthorn,wikipedia,1969,Hawthorn,Peter Hudson,1822,resolved,1,,false,false,,,wikipedia
aah:1969:Peter Steward*:North Melbourne,wikipedia,1969,North Melbourne,Peter Steward,3743,resolved,1,,false,false,,,wikipedia
aah:1969:Rick Schoff*:Sturt,wikipedia,1969,Sturt,Rick Schoff,,unmatched,0,,false,false,,,wikipedia
aah:1969:Ricky Watt*:Collingwood,wikipedia,1969,Collingwood,Ricky Watt,3858,resolved,1,,false,false,,,wikipedia
aah:1969:Royce Hart*:Richmond,wikipedia,1969,Richmond,Royce Hart,2367,resolved,1,,false,false,,,wikipedia
aah:1969:Terry Waters*:Collingwood,wikipedia,1969,Collingwood,Terry Waters,3857,resolved,1,,false,false,,,wikipedia
aah:1972:Alan Watling*:West Perth,wikipedia,1972,West Perth,Alan Watling,,unmatched,0,,false,false,,,wikipedia
aah:1972:Alex Jesaulenko*:Carlton,wikipedia,1972,Carlton,Alex Jesaulenko,1844,resolved,1,,false,false,,,wikipedia
aah:1972:Anthony Burgan*:Sturt,wikipedia,1972,Sturt,Anthony Burgan,,unmatched,0,,false,false,,,wikipedia
aah:1972:Bob Beecroft*:Swan Dists,wikipedia,1972,Swan Dists,Bob Beecroft,1898,unique,1,,false,false,,,wikipedia
aah:1972:Brian Ciccotosto*:South Fremantle,wikipedia,1972,South Fremantle,Brian Ciccotosto,,unmatched,0,,false,false,,,wikipedia
aah:1972:David Clarke*:Geelong,wikipedia,1972,Geelong,David Clarke,1895,resolved,2,,false,false,,,wikipedia
aah:1972:David Thorpe*:Footscray,wikipedia,1972,Footscray,David Thorpe,2216,resolved,1,,false,false,,,wikipedia
aah:1972:Gary Dempsey*:Footscray,wikipedia,1972,Footscray,Gary Dempsey,1667,resolved,1,,false,false,,,wikipedia
aah:1972:Gary Hardeman*:Melbourne,wikipedia,1972,Melbourne,Gary Hardeman,1789,resolved,1,,false,false,,,wikipedia
aah:1972:George Young*:Subiaco,wikipedia,1972,Subiaco,George Young,2299,resolved,2,,false,false,,,wikipedia
aah:1972:Ian Miller*:Perth,wikipedia,1972,Perth,Ian Miller,2386,unique,1,,false,false,,,wikipedia
aah:1972:Jim Leitch*:Scottsdale,wikipedia,1972,Scottsdale,Jim Leitch,3208,unique,1,,false,false,,,wikipedia
aah:1972:John Williams*:Essendon,wikipedia,1972,Essendon,John Williams,2277,resolved,3,,false,false,,,wikipedia
aah:1972:Ken McAullay*:East Perth,wikipedia,1972,East Perth,Ken McAullay,,unmatched,0,,false,false,,,wikipedia
aah:1972:Leigh Matthews*:Hawthorn,wikipedia,1972,Hawthorn,Leigh Matthews,1949,resolved,1,,false,false,,,wikipedia
aah:1972:Len Thompson*:Collingwood,wikipedia,1972,Collingwood,Len Thompson,2215,resolved,1,,false,false,,,wikipedia
aah:1972:Malcolm Blight*:Woodville,wikipedia,1972,Woodville,Malcolm Blight,1534,unique,1,,false,false,,,wikipedia
aah:1972:Malcolm Brown*:East Perth,wikipedia,1972,East Perth,Malcolm Brown,10785,unique,1,,false,false,,,wikipedia
aah:1972:Peter McKenna*:Collingwood,wikipedia,1972,Collingwood,Peter McKenna,1969,resolved,1,,false,false,,,wikipedia
aah:1972:Travis Payze*:St Kilda,wikipedia,1972,St Kilda,Travis Payze,2062,resolved,1,,false,false,,,wikipedia
aah:1982:Barry Rowlings:Richmond,wikipedia,1982,Richmond,Barry Rowlings,2133,resolved,1,,false,false,,,wikipedia
aah:1982:Brian Wilson:Melbourne,wikipedia,1982,Melbourne,Brian Wilson,1362,resolved,2,,false,false,,,wikipedia
aah:1982:David Ackerly:Sydney Swans,wikipedia,1982,Sydney Swans,David Ackerly,1478,resolved,1,,false,false,,,wikipedia
aah:1982:David O'Halloran:Hawthorn,wikipedia,1982,Hawthorn,David O'Halloran,2041,resolved,1,,false,false,,,wikipedia
aah:1982:Gary Dempsey:North Melbourne,wikipedia,1982,North Melbourne,Gary Dempsey,1667,resolved,1,,false,false,,,wikipedia
aah:1982:Gerard Healy:Melbourne,wikipedia,1982,Melbourne,Gerard Healy,1366,resolved,1,,false,false,,,wikipedia
aah:1982:Greg Smith:Sydney Swans,wikipedia,1982,Sydney Swans,Greg Smith,2179,resolved,1,,false,false,,,wikipedia
aah:1982:Jim Buckley:Carlton,wikipedia,1982,Carlton,Jim Buckley,1564,resolved,1,,false,false,,,wikipedia
aah:1982:Kelvin Moore:Hawthorn,wikipedia,1982,Hawthorn,Kelvin Moore,1999,resolved,2,,false,false,,,wikipedia
aah:1982:Ken Hunter:Carlton,wikipedia,1982,Carlton,Ken Hunter,1826,resolved,1,,false,false,,,wikipedia
aah:1982:Leigh Matthews:Hawthorn,wikipedia,1982,Hawthorn,Leigh Matthews,1949,resolved,1,,false,false,,,wikipedia
aah:1982:Malcolm Blight:North Melbourne,wikipedia,1982,North Melbourne,Malcolm Blight,1534,resolved,1,,false,false,,,wikipedia
aah:1982:Mike Fitzpatrick:Carlton,wikipedia,1982,Carlton,Mike Fitzpatrick,1722,resolved,1,,false,false,,,wikipedia
aah:1982:Paul Vander Haar:Essendon,wikipedia,1982,Essendon,Paul Vander Haar,1335,resolved,1,,false,false,,,wikipedia
aah:1982:Peter Daicos:Collingwood,wikipedia,1982,Collingwood,Peter Daicos,1253,resolved,1,,false,false,,,wikipedia
aah:1982:Robert Flower:Melbourne,wikipedia,1982,Melbourne,Robert Flower,1725,resolved,1,,false,false,,,wikipedia
aah:1982:Rod Ashman:Carlton,wikipedia,1982,Carlton,Rod Ashman,1492,resolved,1,,false,false,,,wikipedia
aah:1982:Ross Glendinning:North Melbourne,wikipedia,1982,North Melbourne,Ross Glendinning,1757,resolved,1,,false,false,,,wikipedia
aah:1982:Steven Icke:Melbourne,wikipedia,1982,Melbourne,Steven Icke,,unmatched,0,,false,false,,,wikipedia
aah:1982:Terry Wallace:Hawthorn,wikipedia,1982,Hawthorn,Terry Wallace,1371,resolved,1,,false,false,,,wikipedia
aah:1984:Allen Daniels*:WA,wikipedia,1984,WA,Allen Daniels,11275,resolved,1,,false,false,,,wikipedia
aah:1984:Andrew Purser:Footscray,wikipedia,1984,Footscray,Andrew Purser,2088,resolved,1,,false,false,,,wikipedia
aah:1984:Bernie Evans:Sydney Swans,wikipedia,1984,Sydney Swans,Bernie Evans,1710,resolved,1,,false,false,,,wikipedia
aah:1984:Bernie Quinlan:Fitzroy,wikipedia,1984,Fitzroy,Bernie Quinlan,2091,resolved,1,,false,false,,,wikipedia
aah:1984:Brad Hardie*:WA,wikipedia,1984,WA,Brad Hardie,1300,resolved,1,,false,false,,,wikipedia
aah:1984:Bruce Doull:Carlton,wikipedia,1984,Carlton,Bruce Doull,1680,resolved,1,,false,false,,,wikipedia
aah:1984:Chris Mew:Hawthorn,wikipedia,1984,Hawthorn,Chris Mew,1326,resolved,1,,false,false,,,wikipedia
aah:1984:Craig Bradley*:SA,wikipedia,1984,SA,Craig Bradley,151,unique,1,,false,false,,,wikipedia
aah:1984:David Ackerly*:Vic,wikipedia,1984,Vic,David Ackerly,1478,resolved,1,,false,false,,,wikipedia
aah:1984:David Ackerly:Sydney Swans,wikipedia,1984,Sydney Swans,David Ackerly,1478,resolved,1,,false,false,,,wikipedia
aah:1984:Denis Banks:Collingwood,wikipedia,1984,Collingwood,Denis Banks,1507,resolved,1,,false,false,,,wikipedia
aah:1984:Doug Hawkins:Footscray,wikipedia,1984,Footscray,Doug Hawkins,380,resolved,1,,false,false,,,wikipedia
aah:1984:Garry McIntosh*:SA,wikipedia,1984,SA,Garry McIntosh,,unmatched,0,,false,false,,,wikipedia
aah:1984:Gary Ablett snr*:Vic,wikipedia,1984,Vic,Gary Ablett snr,567,resolved,2,,false,false,,,wikipedia
aah:1984:Gary Ablett snr:Geelong,wikipedia,1984,Geelong,Gary Ablett snr,567,resolved,2,,false,false,,,wikipedia
aah:1984:Gerard Healy*:Vic,wikipedia,1984,Vic,Gerard Healy,1366,resolved,1,,false,false,,,wikipedia
aah:1984:Gerard Healy:Melbourne,wikipedia,1984,Melbourne,Gerard Healy,1366,resolved,1,,false,false,,,wikipedia
aah:1984:Greg Burns:St Kilda,wikipedia,1984,St Kilda,Greg Burns,1570,resolved,1,,false,false,,,wikipedia
aah:1984:John Platten*:SA,wikipedia,1984,SA,John Platten,636,unique,1,,false,false,,,wikipedia
aah:1984:Kym Hodgeman:North Melbourne,wikipedia,1984,North Melbourne,Kym Hodgeman,1812,resolved,1,,false,false,,,wikipedia
"aah:1984:Lee, Mark:Richmond",wikipedia,1984,Richmond,"Lee, Mark",1363,resolved,1,,false,false,,,wikipedia
aah:1984:Leon Baker*:WA,wikipedia,1984,WA,Leon Baker,1503,resolved,1,,false,false,,,wikipedia
aah:1984:Leon Baker:Essendon,wikipedia,1984,Essendon,Leon Baker,1503,resolved,1,,false,false,,,wikipedia
aah:1984:Michael Tuck*:Vic,wikipedia,1984,Vic,Michael Tuck,1319,resolved,1,,false,false,,,wikipedia
aah:1984:Murray Rance*:WA,wikipedia,1984,WA,Murray Rance,2096,unique,1,,false,false,,,wikipedia
aah:1984:Paul Harding*:WA,wikipedia,1984,WA,Paul Harding,1163,unique,1,,false,false,,,wikipedia
aah:1984:Peter Moore:Melbourne,wikipedia,1984,Melbourne,Peter Moore,2000,resolved,1,,false,false,,,wikipedia
aah:1984:Peter Motley*:SA,wikipedia,1984,SA,Peter Motley,2009,unique,1,,false,false,,,wikipedia
"aah:1984:Rioli, Maurice*:NT",wikipedia,1984,NT,"Rioli, Maurice",2113,resolved,2,,false,false,,,wikipedia
aah:1984:Robert DiPierdomenico:Hawthorn,wikipedia,1984,Hawthorn,Robert DiPierdomenico,1350,resolved,1,,false,false,,,wikipedia
aah:1984:Robert Flower*:Vic,wikipedia,1984,Vic,Robert Flower,1725,resolved,1,,false,false,,,wikipedia
aah:1984:Robert Flower:Melbourne,wikipedia,1984,Melbourne,Robert Flower,1725,resolved,1,,false,false,,,wikipedia
aah:1984:Robert Wiley*:WA,wikipedia,1984,WA,Robert Wiley,2280,resolved,1,,false,false,,,wikipedia
aah:1984:Rod Ashman:Carlton,wikipedia,1984,Carlton,Rod Ashman,1492,resolved,1,,false,false,,,wikipedia
aah:1984:Roger Merrett*:Vic,wikipedia,1984,Vic,Roger Merrett,107,resolved,1,,false,false,,,wikipedia
aah:1984:Ross Glendinning*:WA,wikipedia,1984,WA,Ross Glendinning,1757,resolved,1,,false,false,,,wikipedia
aah:1984:Ross Glendinning:North Melbourne,wikipedia,1984,North Melbourne,Ross Glendinning,1757,resolved,1,,false,false,,,wikipedia
aah:1984:Ross Thornton:Fitzroy,wikipedia,1984,Fitzroy,Ross Thornton,2219,resolved,1,,false,false,,,wikipedia
aah:1984:Russell Greene*:Vic,wikipedia,1984,Vic,Russell Greene,1767,resolved,1,,false,false,,,wikipedia
aah:1984:Russell Greene:Hawthorn,wikipedia,1984,Hawthorn,Russell Greene,1767,resolved,1,,false,false,,,wikipedia
aah:1984:Simon Madden*:Vic,wikipedia,1984,Vic,Simon Madden,1302,resolved,1,,false,false,,,wikipedia
aah:1984:Simon Madden:Essendon,wikipedia,1984,Essendon,Simon Madden,1302,resolved,1,,false,false,,,wikipedia
aah:1984:Stephen Kernahan*:SA,wikipedia,1984,SA,Stephen Kernahan,148,unique,1,,false,false,,,wikipedia
aah:1984:Steve Malaxos*:WA,wikipedia,1984,WA,Steve Malaxos,1370,resolved,1,,false,false,,,wikipedia
aah:1984:Terry Daniher*:NSW,wikipedia,1984,NSW,Terry Daniher,1311,resolved,1,,false,false,,,wikipedia
aah:1984:Terry Daniher:Essendon,wikipedia,1984,Essendon,Terry Daniher,1311,resolved,1,,false,false,,,wikipedia
aah:1984:Tony Shaw:Collingwood,wikipedia,1984,Collingwood,Tony Shaw,1166,resolved,1,,false,false,,,wikipedia
aah:1984:Wayne Johnston*:Vic,wikipedia,1984,Vic,Wayne Johnston,1849,resolved,1,,false,false,,,wikipedia
aah:1989:Alan Johnson:Melbourne,wikipedia,1989,Melbourne,Alan Johnson,1337,resolved,1,,false,false,,,wikipedia
aah:1989:Andrew Bews:Geelong,wikipedia,1989,Geelong,Andrew Bews,94,resolved,1,,false,false,,,wikipedia
aah:1989:Barry Stoneham:Geelong,wikipedia,1989,Geelong,Barry Stoneham,584,resolved,1,,false,false,,,wikipedia
aah:1989:Brett Lovett:Melbourne,wikipedia,1989,Melbourne,Brett Lovett,706,resolved,1,,false,false,,,wikipedia
aah:1989:Chris Langford:Hawthorn,wikipedia,1989,Hawthorn,Chris Langford,639,resolved,1,,false,false,,,wikipedia
aah:1989:Darrin Pritchard:Hawthorn,wikipedia,1989,Hawthorn,Darrin Pritchard,630,resolved,1,,false,false,,,wikipedia
aah:1989:Garry Lyon:Melbourne,wikipedia,1989,Melbourne,Garry Lyon,695,resolved,1,,false,false,,,wikipedia
aah:1989:Gary Ablett snr:Geelong,wikipedia,1989,Geelong,Gary Ablett snr,567,resolved,2,,false,false,,,wikipedia
aah:1989:Gary Pert:Fitzroy,wikipedia,1989,Fitzroy,Gary Pert,210,resolved,1,,false,false,,,wikipedia
aah:1989:Gavin Brown:Collingwood,wikipedia,1989,Collingwood,Gavin Brown,216,resolved,1,,false,false,,,wikipedia
aah:1989:Greg Williams:Sydney Swans,wikipedia,1989,Sydney Swans,Greg Williams,142,resolved,1,,false,false,,,wikipedia
aah:1989:Guy McKenna:West Coast,wikipedia,1989,West Coast,Guy McKenna,1032,resolved,1,,false,false,,,wikipedia
aah:1989:Jason Dunstall:Hawthorn,wikipedia,1989,Hawthorn,Jason Dunstall,632,resolved,1,,false,false,,,wikipedia
aah:1989:John Platten:Hawthorn,wikipedia,1989,Hawthorn,John Platten,636,resolved,1,,false,false,,,wikipedia
aah:1989:Mark Bairstow:Geelong,wikipedia,1989,Geelong,Mark Bairstow,1201,resolved,1,,false,false,,,wikipedia
aah:1989:Mark Bayes:Sydney Swans,wikipedia,1989,Sydney Swans,Mark Bayes,988,resolved,1,,false,false,,,wikipedia
aah:1989:Nicky Winmar:St Kilda,wikipedia,1989,St Kilda,Nicky Winmar,461,resolved,1,,false,false,,,wikipedia
aah:1989:Paul Couch:Geelong,wikipedia,1989,Geelong,Paul Couch,565,resolved,1,,false,false,,,wikipedia
aah:1989:Simon Madden:Essendon,wikipedia,1989,Essendon,Simon Madden,1302,resolved,1,,false,false,,,wikipedia
aah:1989:Stephen Kernahan:Carlton,wikipedia,1989,Carlton,Stephen Kernahan,148,resolved,1,,false,false,,,wikipedia
aah:1989:Terry Daniher:Essendon,wikipedia,1989,Essendon,Terry Daniher,1311,resolved,1,,false,false,,,wikipedia
aah:1989:Tim Watson:Essendon,wikipedia,1989,Essendon,Tim Watson,1162,resolved,1,,false,false,,,wikipedia
aah:1990:Andrew Collins:Hawthorn,wikipedia,1990,Hawthorn,Andrew Collins,625,resolved,2,,false,false,,,wikipedia
aah:1990:Brett Lovett:Melbourne,wikipedia,1990,Melbourne,Brett Lovett,706,resolved,1,,false,false,,,wikipedia
aah:1990:Chris Lewis:West Coast,wikipedia,1990,West Coast,Chris Lewis,1039,resolved,1,,false,false,,,wikipedia
aah:1990:Darren Millane:Collingwood,wikipedia,1990,Collingwood,Darren Millane,1292,resolved,1,,false,false,,,wikipedia
aah:1990:Garry Lyon:Melbourne,wikipedia,1990,Melbourne,Garry Lyon,695,resolved,1,,false,false,,,wikipedia
aah:1990:Gary Ablett snr:Geelong,wikipedia,1990,Geelong,Gary Ablett snr,567,resolved,2,,false,false,,,wikipedia
aah:1990:Gary O'Donnell:Essendon,wikipedia,1990,Essendon,Gary O'Donnell,318,resolved,1,,false,false,,,wikipedia
aah:1990:Graham Wright:Collingwood,wikipedia,1990,Collingwood,Graham Wright,235,resolved,1,,false,false,,,wikipedia
aah:1990:John Longmire:North Melbourne,wikipedia,1990,North Melbourne,John Longmire,760,resolved,1,,false,false,,,wikipedia
aah:1990:John Worsfold:West Coast,wikipedia,1990,West Coast,John Worsfold,1037,resolved,1,,false,false,,,wikipedia
aah:1990:Mark Thompson:Essendon,wikipedia,1990,Essendon,Mark Thompson,326,resolved,1,,false,false,,,wikipedia
aah:1990:Michael Tuck:Hawthorn,wikipedia,1990,Hawthorn,Michael Tuck,1319,resolved,1,,false,false,,,wikipedia
aah:1990:Mick McGuane:Collingwood,wikipedia,1990,Collingwood,Mick McGuane,174,resolved,1,,false,false,,,wikipedia
aah:1990:Peter Daicos:Collingwood,wikipedia,1990,Collingwood,Peter Daicos,1253,resolved,1,,false,false,,,wikipedia
aah:1990:Scott Russell:Collingwood,wikipedia,1990,Collingwood,Scott Russell,218,resolved,1,,false,false,,,wikipedia
